Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value,PE Ratio (5y Median),EV to EBITDA (5y Median),PS Ratio (5y Median),Price to Book Value (5y Median),Return on Equity (5y Median),Return on Assets (5y Median)
JJSF,J&J Snack Foods,Consumer Defensive,Packaged Foods,2171.6670,2036.5030,29.0350,12.7921,2.1813,3.6175,23.3051,10.2034,1.6664,2.8783,0.129467,0.103009
JMBA,Jamba,Consumer Cyclical,Restaurants,205.4846,180.2486,71.8947,15.5467,1.2735,16.0035,None,14.1103,0.8759,14.8010,-0.165307,-0.029834
JMG,Journal Media Group,Consumer Cyclical,Publishing,292.4018,271.7808,None,None,None,1.2145,None,None,None,None,None,None
JNS,Janus Capital Group,Financial Services,Asset Management,2904.1930,2744.7930,17.3932,7.8484,2.6890,1.8515,16.0057,6.4326,2.1237,1.3758,0.098525,0.052618
JOE,The St. Joe,Real Estate,Real Estate - General,1495.2926,1340.9776,None,311.8552,15.0130,2.2361,None,None,13.3697,2.5681,-0.006285,-0.005268
JONE,Jones Energy,Energy,Oil & Gas E&P,328.7350,1679.6310,None,6.5177,1.4103,0.8281,None,None,None,None,None,None
JOUT,Johnson Outdoors,Consumer Cyclical,Leisure,242.5697,196.1737,14.2588,None,0.5457,1.2206,14.6325,6.7215,0.5097,1.2041,0.079053,0.046398
JRVR,James River Group Hldgs,Financial Services,Insurance - Property & Casualty,921.7748,987.3438,15.6293,13.6562,1.7905,1.3030,None,None,None,None,None,None
KAI,Kadant,Industrials,Diversified Industrials,453.3984,427.9364,14.1616,7.2110,1.1745,1.7334,14.8617,7.8042,1.1314,1.4676,0.116156,0.073598
KALU,Kaiser Aluminum,Basic Materials,Aluminum,1472.3536,1578.6536,18.4281,8.1937,1.0445,1.9065,None,None,0.9300,1.1366,0.063967,0.040347
KAMN,Kaman,Industrials,Aerospace & Defense,1071.7358,1316.3058,15.6568,8.2891,0.5989,1.9274,18.2034,9.9490,0.6164,2.1691,0.127547,0.050946
KBAL,Kimball International,Technology,Contract Manufacturers,450.4850,428.3440,17.9701,None,None,3.2949,22.6278,6.4943,0.3700,1.0444,0.049233,0.031668
KBH,KB Home,Consumer Cyclical,Residential Construction,1253.0945,3458.0745,14.6976,15.4275,0.4040,0.7640,None,None,0.6646,1.9730,-0.037629,-0.005832
KCG,KCG Holdings,Financial Services,Capital Markets,1141.3327,1008.5547,15.9873,3.9474,0.9177,0.7736,None,None,None,None,None,None
KCLI,Kansas City Life,Financial Services,Insurance - Life,518.6691,485.8991,17.9084,None,1.1820,0.7107,15.5570,None,0.9756,0.5726,0.040477,0.006614
KE,Kimball Electronics,Technology,Electronic Components,314.6556,261.9726,None,None,None,0.9950,None,None,None,None,None,None
KEG,Key Energy Services,Energy,Oil & Gas Equipment & Services,90.0040,855.6030,None,60.1448,0.1117,0.3075,None,None,0.6592,0.9481,0.003376,0.001521
KELYA,Kelly Services,Industrials,Staffing & Outsourcing Services,627.4593,659.3593,21.3161,6.8587,0.1147,0.7299,14.9904,9.6625,0.1133,0.8087,0.065792,0.029766
KERX,Keryx Biopharmaceuticals,Healthcare,Biotechnology,532.2746,430.0666,None,-3.8059,39.8290,4.3964,None,None,None,9.9500,-0.900109,-0.669034
KEYW,KEYW Holding,Technology,Software - Application,238.8095,342.0185,None,44.3460,0.7776,0.8990,None,19.9221,1.5312,1.5138,-0.01039,-0.007133
KFRC,Kforce,Industrials,Staffing & Outsourcing Services,787.5134,867.6564,17.7742,10.3086,0.5918,5.5432,None,None,0.5542,3.1841,0.107293,0.063081
KFY,Korn/Ferry Intl,Industrials,Staffing & Outsourcing Services,1840.1711,1543.7981,17.5104,8.8778,1.6726,2.2395,18.5398,9.0637,1.2330,1.6717,0.098432,0.061211
KIRK,Kirkland's,Consumer Cyclical,Specialty Retail,238.6420,189.5160,14.9189,3.4536,0.4221,1.9200,19.2373,5.1256,0.6774,2.3691,0.132507,0.075365
KITE,Kite Pharma,Healthcare,Biotechnology,3744.3058,3375.7448,None,None,221.7402,10.3317,None,None,None,None,None,None
KKD,Krispy Kreme Doughnuts,Consumer Cyclical,Restaurants,849.9546,805.8496,16.8875,10.9357,1.6088,3.3487,36.8224,17.6324,2.1145,4.4528,0.138563,0.095572
KLXI,KLX,Industrials,Aerospace & Defense,1675.5306,2457.2306,12.9281,6.2130,0.9575,0.6373,None,None,None,None,None,None
KMG,KMG Chemicals,Basic Materials,Specialty Chemicals,227.6355,273.1185,13.9642,6.6371,0.7515,1.8444,None,9.2869,0.7568,1.9453,0.101879,0.053959
KMPR,Kemper,Financial Services,Insurance - Diversified,2106.5476,2413.9476,22.1563,None,0.9248,1.0405,14.4873,None,0.7994,0.8726,0.056375,0.015174
KN,Knowles,Technology,Communication Equipment,1401.7597,1818.6597,49.1473,None,1.2942,1.1678,None,None,None,None,None,None
KND,Kindred Healthcare,Healthcare,Long-Term Care Facilities,1078.4648,4206.6448,10.4000,6.8995,0.1516,0.7405,None,8.7283,0.1680,0.7384,-0.04944,-0.015986
KNL,Knoll,Industrials,Business Equipment,1079.0612,1327.0142,14.6844,9.2475,0.9857,4.4450,18.8115,11.2384,0.9051,4.2223,0.274381,0.065733
KNX,Knight Transportation,Industrials,Trucking,2131.4539,2241.0459,17.7076,7.6171,1.7666,2.9913,21.7765,7.6824,1.7110,2.8472,0.133285,0.088333
KODK,Eastman Kodak,Technology,Consumer Electronics,543.7822,723.7822,None,None,None,3.5083,None,None,None,None,None,None
KONA,Kona Grill,Consumer Cyclical,Restaurants,154.7410,138.7800,None,11.6991,1.0828,2.3986,None,9.0027,0.9320,3.7937,0.067666,0.03509
KOP,Koppers Holdings,Basic Materials,Specialty Chemicals,459.1607,1196.5607,13.1412,7.3953,0.2767,6.7524,None,7.9263,0.5245,5.6502,0.360078,0.05563
KOPN,Kopin,Technology,Semiconductors,190.7629,102.8152,None,-3.9108,5.9428,1.8492,None,None,6.4188,1.6520,-0.038662,-0.034053
KPTI,Karyopharm Therapeutics,Healthcare,Drug Manufacturers - Specialty & Generic,639.9637,444.7267,None,None,2237.6353,2.9011,None,None,None,None,None,None
KRA,Kraton Performance,Basic Materials,Specialty Chemicals,652.2893,1028.5173,12.5337,9.3502,0.6327,1.8076,None,10.7816,0.5517,1.4996,0.003344,0.001443
KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,2217.2410,3957.6410,13.3719,16.5860,6.3752,1.2745,None,17.5907,4.1920,1.2129,-0.003633,-0.001461
KRNY,Kearny Financial,Financial Services,Savings & Cooperative Banks,1146.6545,1672.3755,68.1111,None,None,0.9854,93.8596,None,9.1340,1.3611,0.015643,0.002565
KRO,Kronos Worldwide,Basic Materials,Specialty Chemicals,728.8890,948.7890,26.4842,9.0793,0.5270,1.4357,None,None,1.0233,1.9644,0.116224,0.060679
KS,KapStone Paper &,Basic Materials,Paper & Paper Products,2263.4025,3849.5195,14.5214,8.8743,0.8049,2.6532,15.4530,8.6965,1.0324,2.4545,0.209916,0.070343
KTOS,Kratos Defense & Security,Industrials,Security & Protection Services,269.4426,682.1426,None,16.0475,0.4164,1.0460,None,18.3875,0.3643,1.2839,-0.12977,-0.032197
KTWO,K2M Group Holdings,Healthcare,Medical Devices,825.8129,782.1369,None,-622.4726,3.7957,2.8243,None,None,None,None,None,None
KVHI,KVH Industries,Technology,Communication Equipment,147.6171,163.6331,76.3333,6.8638,0.7762,1.3020,None,18.7637,1.2809,1.7908,0.011634,0.00836
KW,Kennedy-Wilson Holdings,Real Estate,Real Estate Services,2943.7230,8206.9230,77.9091,24.4910,4.9526,2.6304,None,30.0228,9.3453,2.0461,0.00981,0.004022
KWR,Quaker Chemical,Basic Materials,Specialty Chemicals,1108.4895,1128.5575,19.2180,11.3025,1.4836,3.0103,16.1302,9.6831,1.1682,2.7423,0.177206,0.09176
LABL,Multi-Color,Industrials,Business Services,1065.4179,1555.5519,18.1371,9.9683,1.2326,3.4223,17.2274,9.2251,0.8366,1.8881,0.117187,0.038976
LAD,Lithia Motors,Consumer Cyclical,Auto & Truck Dealerships,3207.2070,5019.3500,17.6161,13.7603,0.4081,4.0715,16.5041,12.7473,0.3735,2.8396,0.210415,0.063613
LADR,Ladder Capital,Real Estate,REIT - Diversified,1345.2071,6047.6731,7.7151,None,3.9763,1.6195,None,None,None,None,None,None
LANC,Lancaster Colony,Consumer Defensive,Packaged Foods,3140.4992,2941.0892,27.4106,15.1603,2.5976,5.2629,20.1646,11.2176,1.8876,4.2683,0.191293,0.158198
LAWS,Lawson Products,Industrials,Industrial Distribution,244.7718,236.9918,60.8261,14.2509,0.8830,3.7312,None,None,0.4834,1.5695,-0.052519,-0.024427
LBAI,Lakeland Bancorp,Financial Services,Banks - Regional - US,457.9105,610.4375,13.9653,11.8762,3.3302,1.1514,13.9253,None,2.5153,1.1083,0.084939,0.007599
LBIO,Lion Biotechnologies,Healthcare,Drug Manufacturers - Specialty & Generic,304.2236,193.8326,None,-7.1001,None,2.7816,None,None,None,None,None,None
LBY,Libbey,Consumer Cyclical,Home Furnishings & Fixtures,540.4181,954.5141,11.3747,7.7251,0.6340,5.4545,None,8.5474,0.5413,9.2912,0.373824,0.025271
LCI,Lannett,Healthcare,Drug Manufacturers - Specialty & Generic,1385.1228,1163.8088,9.8923,4.6691,2.2286,2.7619,29.3189,11.6683,2.2964,2.6988,0.088301,0.064328
LCUT,Lifetime Brands,Consumer Cyclical,Home Furnishings & Fixtures,187.2431,337.2621,None,None,None,0.9961,11.2182,7.5694,0.3564,1.0902,0.09712,0.046398
LDL,Lydall,Consumer Cyclical,Auto Parts,608.7295,568.8995,None,None,None,2.5145,15.7685,5.8974,0.6857,1.4578,0.098442,0.064996
LDR,Landauer,Technology,Scientific & Technical Instruments,391.6649,518.7859,22.3443,13.2648,2.5048,33.8869,None,None,3.3240,7.0499,0.234749,0.06751
LDRH,LDR Holding,Healthcare,Medical Devices,750.2401,628.7291,None,-135.0508,4.6071,3.9244,None,None,None,None,None,None
LE,Lands' End,Consumer Cyclical,Specialty Retail,750.1913,1045.2293,15.8446,8.7168,0.5261,1.8072,None,None,None,None,None,None
LFUS,Littelfuse,Technology,Electronics Distribution,2457.5838,2326.0028,21.9761,12.2421,2.8440,3.3494,19.9112,10.6213,2.2877,2.6907,0.147477,0.100147
LG,Laclede Group,Utilities,Utilities - Regulated Gas,2524.4137,4546.5137,17.3134,10.6404,1.1815,1.5693,15.9342,8.8663,0.9683,1.4648,0.099576,0.030652
LGIH,LGI Homes,Real Estate,Real Estate - General,628.0700,839.4140,13.5594,11.6102,1.0248,2.8011,None,None,None,None,None,None
LGND,Ligand Pharmaceuticals,Healthcare,Biotechnology,2057.5381,2072.5911,37.2780,68.4023,27.3256,7.0420,None,None,16.1781,24.0669,0.225019,0.062504
LHCG,LHC Group,Healthcare,Medical Care,825.9150,860.3100,24.8432,11.0249,1.0219,2.3851,None,8.2948,0.6033,1.3777,0.082769,0.055097
LHO,LaSalle Hotel Properties,Real Estate,REIT - Hotel & Motel,3145.0782,4537.6012,9.8036,11.6306,2.5846,1.3138,None,None,3.2081,1.4110,0.044013,0.025271
LIFE,aTyr Pharma,Healthcare,Biotechnology,200.3019,91.4989,None,None,None,1.5508,None,None,None,None,None,None
LION,Fidelity Southern,Financial Services,Banks - Regional - US,522.4721,692.5741,12.7012,None,2.2812,1.7694,11.5949,None,1.1600,1.1589,0.132069,0.010468
LIOX,Lionbridge Technologies,Industrials,Business Services,348.3594,411.5794,10.3846,8.2775,0.6221,3.6789,None,14.4833,0.5192,3.7190,0.124198,0.044404
LIVN,LivaNova,Healthcare,Medical Devices,2843.8600,2674.5056,20.6636,20.6446,8.7288,9.6999,29.2938,15.7463,5.4195,5.8856,0.226555,0.19801
LJPC,La Jolla Pharmaceutical,Healthcare,Biotechnology,558.1899,429.7779,None,None,None,4.3966,None,None,None,None,0.752416,-1.597987
LKFN,Lakeland Financial,Financial Services,Banks - Regional - US,795.2056,728.1856,17.5303,None,5.7707,2.0569,14.9412,None,4.0525,1.5592,0.124029,0.012169
LL,Lumber Liquidators Hldgs,Consumer Cyclical,Home Improvement Stores,395.4760,361.6720,None,-10.5425,0.3951,1.3360,29.0325,13.9805,1.4528,4.6892,0.182502,0.129763
LLNW,Limelight Networks,Technology,Internet Content & Information,164.6396,95.0646,None,19.1373,0.9577,0.8301,None,None,1.5248,1.0007,-0.107884,-0.095028
LMAT,LeMaitre Vascular,Healthcare,Medical Instruments & Supplies,288.2319,264.6029,43.9503,17.0327,3.6980,3.8853,36.0171,13.6878,1.8110,1.9472,0.058689,0.049505
LMNR,Limoneira,Consumer Defensive,Farm Products,224.7892,309.5572,27.9123,16.1818,2.0617,1.7935,None,35.0500,3.2916,3.4983,0.064332,0.020176
LMNX,Luminex,Healthcare,Medical Instruments & Supplies,926.6878,795.1288,39.3059,15.7596,3.9038,2.7056,63.2810,21.0812,3.7853,2.9566,0.051819,0.046474
LMOS,Lumos Networks,Communication Services,Telecom Services,263.9219,607.9089,29.2143,6.6844,1.3012,2.0771,None,None,None,None,None,None
LNCE,Snyders-Lance,Consumer Defensive,Packaged Foods,2733.8042,3129.3872,35.9732,15.9419,1.6102,2.5170,None,15.8328,1.1244,2.0090,0.073383,0.040171
LNDC,Landec,Consumer Defensive,Farm Products,333.0950,368.3080,15.5094,9.5937,0.5653,1.4984,21.3165,9.6269,0.6829,1.5859,0.083842,0.053172
LNN,Lindsay,Industrials,Farm & Construction Equipment,778.9686,757.2416,23.4192,10.6594,1.4562,2.6995,21.2668,9.7465,1.6484,2.8207,0.140111,0.100779
LNTH,Lantheus ,Healthcare,Diagnostics & Research,117.3906,449.4856,None,None,None,None,None,None,None,None,None,None
LOB,Live Oak Bancshares,Financial Services,Savings & Cooperative Banks,505.7293,407.9613,None,None,None,2.6060,None,None,None,None,None,None
LOCK,LifeLock,Technology,Software - Application,1408.8507,1076.6117,46.0938,13.7498,2.4009,4.8992,None,None,None,None,None,None
LOCO,El Pollo Loco Holdings,Consumer Cyclical,Restaurants,442.5677,559.3607,17.0000,8.8283,1.2404,1.8470,None,None,None,None,None,None
LOGM,LogMeIn,Technology,Software - Application,1786.1117,1540.4197,81.4514,22.9868,6.6298,9.4127,None,50.2618,6.1275,5.9351,0.032203,0.019749
LOPE,Grand Canyon Education,Consumer Defensive,Education & Training Services,1835.6082,1755.8972,14.1189,7.2127,2.3721,3.1668,18.1623,8.8219,2.4199,4.7881,0.304595,0.160505
LORL,Loral Space,Technology,Communication Equipment,1339.0809,1276.9329,31.3696,None,None,12.1209,None,None,1.7695,9.6746,None,0.004084
LOXO,Loxo Oncology,Healthcare,Biotechnology,528.6568,435.2348,None,None,None,5.6322,None,None,None,None,None,None
LPG,Dorian LPG,Industrials,Shipping & Ports,722.6202,1170.5640,5.6278,6.4211,2.8847,0.7808,None,None,None,None,None,None
LPSN,LivePerson,Technology,Software - Infrastructure,430.3876,389.5436,None,17.3570,1.7970,2.3560,None,38.8615,4.3895,4.5261,0.012529,0.010322
LPX,Louisiana-Pacific,Basic Materials,Building Materials,2508.6111,2814.8111,None,61.6382,1.3244,2.4520,None,None,1.1297,1.8473,-0.053393,-0.026201
LQ,La Quinta Holdings,Consumer Cyclical,Resorts & Casinos,1913.4643,3537.2563,28.1518,8.8693,1.8544,2.3470,None,None,None,None,None,None
LQDT,Liquidity Service,Consumer Cyclical,Specialty Retail,202.9771,107.5121,35.5789,3.5261,0.5391,0.9397,None,None,1.7636,3.5391,0.109329,0.077121
LRN,K12,Consumer Defensive,Education & Training Services,375.7681,224.9041,31.6393,2.6088,0.4451,0.7171,47.8905,7.9430,1.1010,1.7436,0.037383,0.026926
LSCC,Lattice Semiconductor,Technology,Semiconductors,660.2686,880.3266,None,None,1.5816,1.9504,None,9.3876,2.1169,1.7973,0.088762,0.074885
LTC,LTC Properties,Real Estate,REIT - Healthcare Facilities,1501.4308,2046.1688,15.2796,17.0386,13.4724,2.4111,22.8239,None,11.9218,2.3007,0.120323,0.07604
LTRPA,Liberty TripAdvisor Hldgs,Consumer Cyclical,Leisure,2303.6401,6865.6401,None,None,1.4159,2.8093,None,None,None,None,None,None
LTS,Ladenburg Thalmann,Financial Services,Capital Markets,544.1640,488.8130,None,10.6914,0.4724,1.4132,None,None,0.7381,4.1135,-0.027612,-0.008394
LTXB,LegacyTexas Financial Gr,Financial Services,Banks - Regional - US,1433.0172,2355.7412,18.3225,None,5.0276,1.8079,22.1650,None,5.0976,1.5547,0.065961,0.008966
LWAY,Lifeway Foods,Consumer Defensive,Packaged Foods,171.6853,172.3315,81.0000,22.4770,1.4508,3.7045,52.0504,22.3296,2.3874,4.9270,0.0846,0.055635
LXFT,Luxoft Holding,Technology,Software - Application,2496.2194,2414.8984,33.8795,22.9990,4.4103,9.4554,None,None,None,None,None,None
LXP,Lexington Realty,Real Estate,REIT - Diversified,2026.1405,3948.9595,8.0845,11.2442,4.7111,1.4995,None,14.0916,4.9014,1.7105,0.007351,0.002692
LXRX,Lexicon Pharmaceuticals,Healthcare,Biotechnology,1433.1033,1282.9693,None,-9.9071,465.8984,7.2402,None,None,301.3415,4.1814,-0.482588,-0.314265
LXU,LSB Industries,Basic Materials,Chemicals,145.7642,607.4582,None,None,0.2043,0.3572,15.2623,7.8293,1.1283,2.1612,0.175396,0.077383
LYTS,LSI Industries,Technology,Electronic Components,289.5942,261.2092,None,None,None,1.9425,57.0524,14.7650,0.6397,1.2427,0.021389,0.018388
LZB,La-Z-Boy,Consumer Cyclical,Home Furnishings & Fixtures,1344.6571,1284.3751,17.1292,8.5526,0.8827,2.5178,19.9646,8.9523,0.7761,2.0530,0.119844,0.081245
MACK,Merrimack Pharmaceuticals,Healthcare,Biotechnology,1011.2734,1075.6654,None,-13.2798,8.9576,None,None,None,None,None,0.923036,-0.816023
MANH,Manhattan Associates,Technology,Software - Application,5442.5597,5323.4137,55.1778,30.6737,9.7932,28.5904,28.7357,15.6126,3.9729,9.0144,0.336769,0.208705
MANT,Mantech International,Technology,Software - Application,1190.1845,1148.9935,23.3581,9.7855,0.7618,1.0134,None,6.4002,0.4749,0.9534,0.076171,0.048497
MASI,Masimo,Healthcare,Medical Devices,2107.0546,2192.4726,28.1529,29.8296,3.3606,7.8261,22.7872,13.6105,2.9271,4.6744,0.22103,0.160113
MATW,Matthews International,Consumer Cyclical,Personal Services,1956.4431,2578.7511,17.9305,None,1.2517,2.6162,19.5795,10.7775,1.1342,2.0375,0.109725,0.045835
MATX,Matson,Industrials,Shipping & Ports,2254.2670,2710.2670,20.1401,9.3880,1.1978,5.2291,None,None,None,None,0.129174,0.037001
MBFI,MB Financial,Financial Services,Banks - Regional - US,2643.1778,3681.3298,17.4831,14.2931,3.2657,1.3578,18.0101,None,3.0956,1.0788,0.067029,0.008536
MBI,MBIA,Financial Services,Insurance - Property & Casualty,1033.9785,7805.9785,None,None,None,0.2793,None,None,1.5621,0.7003,0.10219,0.016959
MBUU,Malibu Boats,Consumer Cyclical,Recreational Vehicles,268.2315,338.3885,11.1524,6.8258,1.0488,None,None,None,None,None,None,None
MBVT,Merchants Bancshares,Financial Services,Banks - Regional - US,205.2892,116.7072,14.4232,None,3.4955,1.5476,12.3942,None,3.0136,1.5349,0.130932,0.009088
MBWM,Mercantile Bank,Financial Services,Banks - Regional - US,414.9457,444.2337,15.7791,None,3.5653,1.2619,None,None,2.8575,1.0000,0.083712,0.009118
MC,Moelis & Co,Financial Services,Asset Management,1465.3920,1336.2490,17.4000,None,2.7329,9.7124,None,None,None,None,None,None
MCF,Contango Oil & Gas,Energy,Oil & Gas E&P,144.3591,208.1881,None,3.2004,1.1459,0.4141,None,None,None,1.5676,None,None
MCFT,MCBC Holdings,Consumer Cyclical,Recreational Vehicles,253.9687,246.1307,17.4564,6.2039,1.1281,4.5450,None,None,None,None,None,None
MCHX,Marchex,Consumer Cyclical,Marketing Services,168.2600,59.3240,None,3.5954,1.1742,0.9107,None,None,1.4155,1.3577,0.003453,0.002834
MCRB,Seres Therapeutics,Healthcare,Biotechnology,1264.6268,1045.2838,None,None,None,5.6914,None,None,None,None,None,None
MCRI,Monarch Casino & Resort,Consumer Cyclical,Resorts & Casinos,381.2324,399.8954,20.5963,8.3953,1.9206,1.9509,20.4295,7.3386,1.2960,1.4592,0.079026,0.050299
MCRN,Milacron Holdings,Industrials,Diversified Industrials,1002.1595,934.8595,None,None,None,2.2797,None,None,None,None,None,None
MCS,Marcus,Consumer Cyclical,Media - Diversified,566.5941,810.1481,19.0884,8.0225,1.0913,1.5902,19.6250,7.7415,0.9313,1.1394,0.062042,0.028502
MDAS,MedAssets,Technology,Health Information Services,1739.4894,2528.5944,28.0202,10.6082,2.2703,3.9294,None,12.2676,1.7199,2.5360,-0.007527,-0.001881
MDC,M D C Holdings,Consumer Cyclical,Residential Construction,1282.2903,1975.4783,18.3427,16.3263,0.6719,1.0319,None,None,1.0110,1.2101,0.048392,0.024182
MDCA,MDC Partners,Consumer Cyclical,Marketing Services,1075.9080,1967.3490,109.1753,9.9587,0.8098,None,None,None,0.6868,None,0.322675,-0.058321
MDCO,The Medicines Company,Healthcare,Drug Manufacturers - Specialty & Generic,2888.8746,2953.1186,None,-14.9147,8.1793,3.1307,None,15.0746,2.4953,2.2461,0.059414,0.035368
MDGN,Medgenics,Healthcare,Biotechnology,232.3251,214.6001,None,None,110.6310,25.3050,None,None,None,None,None,None
MDLY,Medley Management,Financial Services,Asset Management,184.5687,990.7527,6.0019,14.5849,2.7918,1153.5546,None,None,None,None,None,None
MDP,Meredith,Consumer Cyclical,Publishing,2059.7345,2849.1695,14.9353,9.2641,1.2567,2.1764,15.5172,8.4294,1.2618,2.1803,0.145542,0.056132
MDR,McDermott International,Energy,Oil & Gas Equipment & Services,1046.7009,1325.8189,None,7.4194,0.3327,0.7008,None,None,0.7344,1.3536,0.037601,0.021068
MDSO,Medidata Solutions,Technology,Health Information Services,2484.9562,2447.3872,133.9701,26.6293,6.2379,8.2242,89.1961,46.1231,6.4142,9.5508,0.149962,0.089805
MDXG,MiMedx Group,Healthcare,Medical Devices,932.7181,885.1451,42.8000,20.3192,4.9808,9.2787,None,None,11.7438,11.4575,-0.37873,-0.237169
MED,Medifast,Consumer Cyclical,Specialty Retail,373.5803,307.0873,18.2586,7.8339,1.3477,4.3033,18.1036,7.5307,1.1442,3.9028,0.216901,0.157526
MEG,Media General,Consumer Cyclical,Broadcasting - TV,1992.5293,4219.6883,None,11.4417,1.5206,1.4065,None,10.4814,1.5610,None,-0.074149,0.006795
MEI,Methode Electronics,Technology,Electronic Components,1364.3448,1198.5448,16.2847,8.7573,1.6289,2.9035,17.6097,10.6767,1.1637,1.9861,0.144102,0.09417
MENT,Mentor Graphics,Technology,Software - Application,2179.2834,2160.1334,15.1138,6.1525,1.6952,1.6690,18.7971,11.7522,1.9469,2.0432,0.120187,0.076994
MESG,Xura,Communication Services,Telecom Services,618.4487,272.3747,None,10.0880,2.2167,3.8679,None,None,None,None,None,None
METR,Metro Bancorp,Financial Services,Banks - Regional - US,473.4390,651.1390,19.5497,None,None,1.7079,None,None,2.2757,1.1477,0.054004,0.00488
MFLX,Multi-Fineline Electronix,Technology,Contract Manufacturers,556.4568,387.9208,12.8146,4.1445,0.8527,1.5653,None,None,None,1.1306,None,None
MFRM,Mattress Firm Holding,Consumer Cyclical,Specialty Retail,1724.8944,2429.2824,20.7323,9.5874,0.6809,3.6710,None,None,None,None,None,None
MG,Mistras Group,Industrials,Security & Protection Services,590.5022,684.7162,29.6522,8.8004,0.8190,2.3460,30.0880,10.3693,1.1732,2.7640,0.100991,0.061671
MGEE,MGE Energy,Utilities,Utilities - Diversified,1502.1818,1804.2428,19.2578,9.3824,2.6080,2.1791,17.7335,9.5688,2.1727,2.0505,0.118234,0.045024
MGI,MoneyGram International,Financial Services,Credit Services,462.3888,-1172.3112,16.5524,-4.8948,0.3229,None,None,10.3677,0.6492,None,-0.063921,0.009304
MGLN,Magellan Health,Healthcare,Healthcare Plans,1352.3901,1156.6951,81.3538,8.3932,0.2974,1.2578,12.1685,4.2952,0.4698,1.4627,0.132108,0.086934
MGNX,Macrogenics,Healthcare,Biotechnology,1190.6403,824.8733,None,None,11.1290,3.5088,None,None,None,None,None,None
MGPI,MGP Ingredients,Consumer Defensive,Packaged Foods,310.9488,339.6398,None,None,None,2.8454,None,9.2198,0.3664,1.3994,0.033084,0.017954
MGRC,McGrath RentCorp,Industrials,Rental & Leasing Services,685.2664,1066.6224,17.8199,6.4042,1.6901,1.7595,17.4130,6.9017,2.1437,2.1236,0.121219,0.04511
MHGC,Morgans Hotel Group,Consumer Cyclical,Lodging,113.8626,745.5496,None,None,None,None,None,None,1.0179,None,0.27073,-0.09549
MHLD,Maiden Holdings,Financial Services,Insurance - Reinsurance,1116.4126,1675.5786,10.1000,None,0.4335,1.2335,14.3205,None,0.4231,0.8971,0.092121,0.018849
MHO,M/I Homes,Consumer Cyclical,Residential Construction,567.9107,1203.3987,12.5902,13.2242,0.4191,1.0612,None,None,0.5478,1.2208,0.095108,0.028347
MIFI,Novatel Wireless,Communication Services,Telecom Services,104.7295,174.8605,None,-87.4303,0.4497,2.1251,None,None,0.2887,1.3817,-0.60831,-0.294104
MINI,Mobile Mini,Consumer Cyclical,Packaging & Containers,1554.5602,2416.2272,26.7077,12.0233,2.9436,2.0101,46.1598,16.4406,3.1472,1.8894,0.03417,0.013883
MITT,AG Mortgage Investment,Real Estate,REIT - Diversified,417.6696,530.7648,6.5801,None,3.9854,0.7960,None,None,None,None,None,None
MKSI,MKS Instruments,Technology,Scientific & Technical Instruments,1950.8186,1558.8296,17.2376,8.7920,2.4368,1.7013,16.3026,8.3463,2.1999,1.5170,0.104316,0.090182
MKTO,Marketo,Technology,Software - Application,1292.9708,1183.4608,None,-64.0401,6.1665,12.9745,None,None,None,None,None,None
MKTX,MarketAxess Holdings,Financial Services,Capital Markets,4003.2640,3747.3720,41.6893,22.3991,13.1686,10.7191,27.5628,14.3863,8.1535,6.2810,0.237116,0.211987
MLAB,Mesa Laboratories,Healthcare,Medical Instruments & Supplies,377.0912,418.3812,None,None,None,4.7764,23.1266,11.6623,4.1414,3.6031,0.164653,0.130378
MLHR,Herman Miller,Industrials,Business Equipment,1866.7560,2077.6560,15.2843,8.0467,0.8251,4.1382,None,10.2054,0.8548,4.7815,0.240802,0.079849
MLI,Mueller Industries,Industrials,Metal Fabrication,1771.3326,1801.5936,17.6581,None,0.6918,2.1723,18.1477,8.2406,0.7666,2.2366,0.121686,0.072707
MLNK,ModusLink Global Solns,Industrials,Integrated Shipping & Logistics,142.7069,22.4239,None,None,None,0.9869,None,None,0.2579,0.9948,-0.124976,-0.068078
MLR,Miller Industries,Consumer Cyclical,Auto Parts,247.8052,206.8402,23.4946,None,0.6682,1.4306,15.9846,6.7053,0.5101,1.2307,0.08572,0.061928
MMI,Marcus & Millichap,Real Estate,Real Estate Services,1265.3424,1118.5564,21.2399,9.5857,1.8855,7.4278,None,None,None,None,None,None
MMS,Maximus,Industrials,Business Services,3552.9010,3692.5240,21.5794,10.6629,1.4553,5.8018,23.7847,11.2758,1.9565,4.9696,0.227051,0.148022
MMSI,Merit Medical Systems,Healthcare,Medical Instruments & Supplies,823.9216,1028.2806,21.7376,12.3636,1.5192,1.7968,32.3156,13.8277,1.4878,1.5939,0.056908,0.035861
MNKD,MannKind,Healthcare,Biotechnology,921.3451,888.4171,None,-9.3518,329.0518,None,None,None,None,None,None,-0.683568
MNR,Monmouth Real Estate,Real Estate,REIT - Industrial,634.1814,1161.2915,14.8714,16.5379,7.3260,1.9562,29.8010,None,8.3945,1.8805,0.085503,0.031849
